YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,DEPARTURE_DELAY_INDEX,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,ARRIVAL_DELAY_INDEX,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,9,5,WN,121,N735SA,SAN,MSY,1245,1244,-1,1,10,1254,205,210,196,1599,1810,4,1810,1814,4,0,0,0,,,,,,
2015,1,9,5,WN,4926,N466WN,SAN,SMF,1250,1251,1,0,8,1259,90,82,69,480,1408,5,1420,1413,-7,1,0,0,,,,,,
2015,1,9,5,WN,3495,N277WN,SAN,TUS,1250,1254,4,0,9,1303,70,67,54,368,1457,4,1500,1501,1,0,0,0,,,,,,
2015,1,9,5,UA,1588,N87527,SAN,IAH,1255,1303,8,0,15,1318,189,232,163,1303,1801,54,1804,1855,51,0,0,0,,43,0,8,0,0
2015,1,9,5,WN,1108,N7741C,SAN,HOU,1255,1312,17,0,12,1324,175,201,186,1313,1830,3,1750,1833,43,0,0,0,,26,0,11,6,0
2015,1,9,5,OO,6323,N583SW,SAN,LAX,1255,1247,-8,1,8,1255,52,40,27,109,1322,5,1347,1327,-20,1,0,0,,,,,,
2015,1,9,5,WN,346,N276WN,SAN,OAK,1300,1259,-1,1,11,1310,90,80,62,446,1412,7,1430,1419,-11,1,0,0,,,,,,
2015,1,9,5,WN,896,N200WN,SAN,LAS,1305,1302,-3,1,15,1317,70,73,46,258,1403,12,1415,1415,0,1,0,0,,,,,,
2015,1,9,5,WN,454,N555LV,SAN,DEN,1310,1317,7,0,9,1326,135,132,116,853,1622,7,1625,1629,4,0,0,0,,,,,,
2015,1,9,5,DL,2378,N361NW,SAN,SLC,1315,1312,-3,1,20,1332,111,108,83,626,1555,5,1606,1600,-6,1,0,0,,,,,,
2015,1,9,5,UA,554,N522UA,SAN,IAD,1318,1319,1,0,28,1347,284,289,254,2253,2101,7,2102,2108,6,0,0,0,,,,,,
2015,1,9,5,B6,190,N562JB,SAN,JFK,1323,1433,70,0,19,1452,306,306,277,2446,2229,10,2129,2239,70,0,0,0,,0,0,0,70,0
2015,1,9,5,WN,3768,N375SW,SAN,SFO,1325,1324,-1,1,29,1353,95,97,64,447,1457,4,1500,1501,1,0,0,0,,,,,,
2015,1,9,5,AA,369,N5ELAA,SAN,DFW,1327,1440,73,0,18,1458,173,174,148,1171,1926,8,1820,1934,74,0,0,0,,1,0,0,73,0
2015,1,9,5,UA,763,N476UA,SAN,SFO,1331,1418,47,0,13,1431,95,76,59,447,1530,4,1506,1534,28,0,0,0,,0,0,0,28,0
2015,1,9,5,WN,2217,N284WN,SAN,BWI,1340,1349,9,0,9,1358,285,287,274,2295,2132,4,2125,2136,11,0,0,0,,,,,,
2015,1,9,5,DL,2267,N635DL,SAN,ATL,1351,1350,-1,1,12,1402,241,248,222,1892,2044,14,2052,2058,6,0,0,0,,,,,,
2015,1,9,5,WN,182,N780SW,SAN,SJC,1355,1351,-4,1,9,1400,80,71,59,417,1459,3,1515,1502,-13,1,0,0,,,,,,
2015,1,9,5,OO,4982,N585SW,SAN,LAX,1355,1351,-4,1,5,1356,50,37,28,109,1424,4,1445,1428,-17,1,0,0,,,,,,
2015,1,9,5,VX,961,N844VA,SAN,SFO,1405,1357,-8,1,11,1408,95,82,66,447,1514,5,1540,1519,-21,1,0,0,,,,,,
2015,1,9,5,WN,930,N8620H,SAN,MDW,1415,1414,-1,1,9,1423,235,238,219,1728,2002,10,2010,2012,2,0,0,0,,,,,,
2015,1,9,5,WN,1872,N8610A,SAN,SMF,1415,1411,-4,1,7,1418,90,78,67,480,1525,4,1545,1529,-16,1,0,0,,,,,,
2015,1,9,5,AS,487,N552AS,SAN,SEA,1415,1418,3,0,12,1430,174,148,132,1050,1642,4,1709,1646,-23,1,0,0,,,,,,
2015,1,9,5,OO,2580,N465SW,SAN,LAX,1415,1411,-4,1,17,1428,45,50,25,109,1453,8,1500,1501,1,0,0,0,,,,,,
2015,1,9,5,AA,1288,N3LBAA,SAN,DFW,1421,1420,-1,1,13,1433,174,175,152,1171,1905,10,1915,1915,0,1,0,0,,,,,,
2015,1,9,5,WN,1119,N247WN,SAN,SAT,1425,1422,-3,1,10,1432,150,176,161,1129,1913,5,1855,1918,23,0,0,0,,23,0,0,0,0
2015,1,9,5,WN,344,N961WN,SAN,PHX,1430,1426,-4,1,10,1436,70,68,50,304,1626,8,1640,1634,-6,1,0,0,,,,,,
2015,1,9,5,F9,556,N218FR,SAN,DEN,1438,1446,8,0,13,1459,132,135,117,853,1756,5,1750,1801,11,0,0,0,,,,,,
2015,1,9,5,WN,479,N785SW,SAN,BNA,1440,1439,-1,1,10,1449,225,224,209,1751,2018,5,2025,2023,-2,1,0,0,,,,,,
2015,1,9,5,OO,3483,N216AG,SAN,BOI,1440,1540,60,0,15,1555,130,122,102,749,1837,5,1750,1842,52,0,0,0,,0,0,0,52,0
2015,1,9,5,WN,1702,N7722B,SAN,LAS,1445,1446,1,0,10,1456,70,66,48,258,1544,8,1555,1552,-3,1,0,0,,,,,,
2015,1,9,5,WN,4329,N687SW,SAN,OAK,1445,1448,3,0,12,1500,85,79,63,446,1603,4,1610,1607,-3,1,0,0,,,,,,
2015,1,9,5,DL,1758,N365NW,SAN,MSP,1500,1455,-5,1,12,1507,221,214,193,1532,2020,9,2041,2029,-12,1,0,0,,,,,,
2015,1,9,5,UA,1074,N37419,SAN,IAH,1515,1512,-3,1,14,1526,179,184,162,1303,2008,8,2014,2016,2,0,0,0,,,,,,
2015,1,9,5,WN,223,N8606C,SAN,DEN,1520,1518,-2,1,10,1528,140,133,115,853,1823,8,1840,1831,-9,1,0,0,,,,,,
2015,1,9,5,NK,356,N533NK,SAN,LAS,1520,1604,44,0,11,1615,72,60,43,258,1658,6,1632,1704,32,0,0,0,,0,0,0,32,0
2015,1,9,5,UA,1275,N16234,SAN,DEN,1524,1530,6,0,11,1541,135,143,113,853,1834,19,1839,1853,14,0,0,0,,,,,,
2015,1,9,5,AS,571,N786AS,SAN,PDX,1525,1528,3,0,15,1543,153,138,120,933,1743,3,1758,1746,-12,1,0,0,,,,,,
2015,1,9,5,WN,4200,N283WN,SAN,DAL,1535,1535,0,1,11,1546,170,176,157,1182,2023,8,2025,2031,6,0,0,0,,,,,,
2015,1,9,5,WN,4175,N392SW,SAN,PHX,1535,1702,87,0,17,1719,70,70,49,304,1908,4,1745,1912,87,0,0,0,,0,0,2,85,0
2015,1,9,5,OO,2603,N862AS,SAN,LAX,1535,1521,-14,1,11,1532,45,45,22,109,1554,12,1620,1606,-14,1,0,0,,,,,,
2015,1,9,5,AA,1694,N3EDAA,SAN,DFW,1538,1530,-8,1,8,1538,172,172,154,1171,2012,10,2030,2022,-8,1,0,0,,,,,,
2015,1,9,5,WN,358,N298WN,SAN,SEA,1545,1557,12,0,9,1606,180,154,140,1050,1826,5,1845,1831,-14,1,0,0,,,,,,
2015,1,9,5,WN,2522,N371SW,SAN,SFO,1600,1637,37,0,13,1650,90,82,64,447,1754,5,1730,1759,29,0,0,0,,0,0,2,27,0
2015,1,9,5,OO,6335,N579SW,SAN,LAX,1600,1558,-2,1,6,1604,52,40,28,109,1632,6,1652,1638,-14,1,0,0,,,,,,
2015,1,9,5,WN,2692,N228WN,SAN,PHX,1605,1605,0,1,8,1613,70,65,48,304,1801,9,1815,1810,-5,1,0,0,,,,,,
2015,1,9,5,US,486,N587UW,SAN,PHX,1615,1608,-7,1,14,1622,77,66,49,304,1811,3,1832,1814,-18,1,0,0,,,,,,
2015,1,9,5,WN,3584,N277WN,SAN,OAK,1615,1616,1,0,9,1625,85,78,63,446,1728,6,1740,1734,-6,1,0,0,,,,,,
2015,1,9,5,DL,2078,N329NW,SAN,SLC,1630,1620,-10,1,15,1635,114,111,92,626,1907,4,1924,1911,-13,1,0,0,,,,,,
2015,1,9,5,WN,1051,N559WN,SAN,SMF,1640,1645,5,0,19,1704,90,94,71,480,1815,4,1810,1819,9,0,0,0,,,,,,
2015,1,9,5,WN,4877,N744SW,SAN,SJC,1650,1644,-6,1,10,1654,80,75,59,417,1753,6,1810,1759,-11,1,0,0,,,,,,
2015,1,9,5,UA,1741,N69829,SAN,SFO,1655,1650,-5,1,12,1702,95,84,66,447,1808,6,1830,1814,-16,1,0,0,,,,,,
2015,1,9,5,WN,167,N276WN,SAN,LAS,1655,1716,21,0,9,1725,70,63,47,258,1812,7,1805,1819,14,0,0,0,,,,,,
2015,1,9,5,WN,107,N466WN,SAN,OAK,1655,1654,-1,1,12,1706,90,80,63,446,1809,5,1825,1814,-11,1,0,0,,,,,,
2015,1,9,5,WN,2711,N354SW,SAN,MCI,1700,1703,3,0,8,1711,185,194,181,1334,2212,5,2205,2217,12,0,0,0,,,,,,
2015,1,9,5,WN,1137,N422WN,SAN,TUS,1700,1658,-2,1,14,1712,70,76,56,368,1908,6,1910,1914,4,0,0,0,,,,,,
2015,1,9,5,AS,233,N792AS,SAN,SEA,1700,1652,-8,1,18,1710,175,164,138,1050,1928,8,1955,1936,-19,1,0,0,,,,,,
2015,1,9,5,OO,4504,N825SK,SAN,LAX,1704,1702,-2,1,13,1715,46,47,24,109,1739,10,1750,1749,-1,1,0,0,,,,,,
2015,1,9,5,OO,2579,N417SW,SAN,LAX,1714,1732,18,0,23,1755,46,61,27,109,1822,11,1800,1833,33,0,0,0,,15,0,0,18,0
2015,1,9,5,VX,963,N843VA,SAN,SFO,1715,1714,-1,1,14,1728,90,95,76,447,1844,5,1845,1849,4,0,0,0,,,,,,
2015,1,9,5,WN,2187,N8623F,SAN,PHX,1715,1711,-4,1,12,1723,75,72,53,304,1916,7,1930,1923,-7,1,0,0,,,,,,
2015,1,9,5,OO,6327,N585SW,SAN,LAX,1718,1715,-3,1,13,1728,47,45,26,109,1754,6,1805,1800,-5,1,0,0,,,,,,
2015,1,9,5,WN,3394,N684WN,SAN,SMF,1720,1720,0,1,12,1732,90,85,69,480,1841,4,1850,1845,-5,1,0,0,,,,,,
2015,1,9,5,WN,3946,N375SW,SAN,SFO,1725,1732,7,0,13,1745,95,85,67,447,1852,5,1900,1857,-3,1,0,0,,,,,,
2015,1,9,5,NK,108,N607NK,SAN,DFW,1730,1824,54,0,9,1833,161,171,153,1171,2306,9,2211,2315,64,0,0,0,,10,0,17,37,0
2015,1,9,5,WN,3860,N780SW,SAN,AUS,1735,1733,-2,1,13,1746,155,167,150,1164,2216,4,2210,2220,10,0,0,0,,,,,,
2015,1,9,5,AA,1015,N541AA,SAN,DFW,1736,1719,-17,1,15,1734,169,182,161,1171,2215,6,2225,2221,-4,1,0,0,,,,,,
2015,1,9,5,WN,4732,N212WN,SAN,DEN,1745,1740,-5,1,8,1748,135,131,115,853,2043,8,2100,2051,-9,1,0,0,,,,,,
2015,1,9,5,OO,6513,N962SW,SAN,DEN,1751,1900,69,0,17,1917,143,138,112,853,2209,9,2114,2218,64,0,0,0,,0,0,0,64,0
2015,1,9,5,WN,342,N411WN,SAN,SJC,1800,1759,-1,1,7,1806,80,72,61,417,1907,4,1920,1911,-9,1,0,0,,,,,,
2015,1,9,5,WN,388,N290WN,SAN,SMF,1800,1752,-8,1,8,1800,90,85,73,480,1913,4,1930,1917,-13,1,0,0,,,,,,
2015,1,9,5,AS,249,N462AS,SAN,PDX,1810,1804,-6,1,10,1814,155,133,119,933,2013,4,2045,2017,-28,1,0,0,,,,,,
2015,1,9,5,DL,2546,N311US,SAN,SLC,1819,1811,-8,1,13,1824,111,105,87,626,2051,5,2110,2056,-14,1,0,0,,,,,,
2015,1,9,5,OO,2597,N862AS,SAN,LAX,1820,1811,-9,1,8,1819,49,40,24,109,1843,8,1909,1851,-18,1,0,0,,,,,,
2015,1,9,5,WN,556,N784SW,SAN,OAK,1830,1825,-5,1,8,1833,90,73,61,446,1934,4,2000,1938,-22,1,0,0,,,,,,
2015,1,9,5,WN,4834,N601WN,SAN,LAS,1840,1849,9,0,12,1901,70,65,44,258,1945,9,1950,1954,4,0,0,0,,,,,,
2015,1,9,5,OO,6255,N765SK,SAN,SFO,1842,1831,-11,1,14,1845,93,92,67,447,1952,11,2015,2003,-12,1,0,0,,,,,,
2015,1,9,5,WN,1543,N224WN,SAN,SJC,1910,1930,20,0,25,1955,80,91,61,417,2056,5,2030,2101,31,0,0,0,,11,0,0,11,9
2015,1,9,5,US,632,N550UW,SAN,PHX,1920,1912,-8,1,14,1926,75,71,51,304,2117,6,2135,2123,-12,1,0,0,,,,,,
2015,1,9,5,OO,6342,N569SW,SAN,LAX,1925,1919,-6,1,24,1943,55,67,28,109,2011,15,2020,2026,6,0,0,0,,,,,,
2015,1,9,5,VX,969,N526VA,SAN,SFO,1930,1925,-5,1,11,1936,100,93,65,447,2041,17,2110,2058,-12,1,0,0,,,,,,
2015,1,9,5,WN,2953,N8634A,SAN,RNO,1930,1935,5,0,23,1958,95,99,70,488,2108,6,2105,2114,9,0,0,0,,,,,,
2015,1,9,5,WN,1968,N642WN,SAN,LAS,1940,2004,24,0,11,2015,70,66,45,258,2100,10,2050,2110,20,0,0,0,,0,0,0,20,0
2015,1,9,5,AS,239,N305AS,SAN,SEA,1955,1948,-7,1,16,2004,178,165,142,1050,2226,7,2253,2233,-20,1,0,0,,,,,,
2015,1,9,5,AS,717,N577AS,SAN,SLC,1955,1942,-13,1,15,1957,112,108,88,626,2225,5,2247,2230,-17,1,0,0,,,,,,
2015,1,9,5,F9,558,N943FR,SAN,DEN,1955,2035,40,0,10,2045,130,129,110,853,2335,9,2305,2344,39,0,0,0,,0,0,0,39,0
2015,1,9,5,WN,2700,N371SW,SAN,SFO,2000,2019,19,0,7,2026,95,82,70,447,2136,5,2135,2141,6,0,0,0,,,,,,
2015,1,9,5,UA,1092,N14219,SAN,SFO,2004,2015,11,0,10,2025,92,80,64,447,2129,6,2136,2135,-1,1,0,0,,,,,,
2015,1,9,5,OO,2590,N417SW,SAN,LAX,2011,2003,-8,1,8,2011,49,47,24,109,2035,15,2100,2050,-10,1,0,0,,,,,,
2015,1,9,5,OO,4757,N805SK,SAN,LAX,2013,2018,5,0,13,2031,56,47,24,109,2055,10,2109,2105,-4,1,0,0,,,,,,
2015,1,9,5,WN,267,N8615E,SAN,SJC,2030,2024,-6,1,9,2033,85,72,60,417,2133,3,2155,2136,-19,1,0,0,,,,,,
2015,1,9,5,WN,354,N917WN,SAN,OAK,2035,2032,-3,1,12,2044,90,82,65,446,2149,5,2205,2154,-11,1,0,0,,,,,,
2015,1,9,5,WN,190,N243WN,SAN,SEA,2035,2029,-6,1,13,2042,180,160,143,1050,2305,4,2335,2309,-26,1,0,0,,,,,,
2015,1,9,5,WN,4285,N559WN,SAN,ABQ,2040,2035,-5,1,12,2047,100,97,82,628,2309,3,2320,2312,-8,1,0,0,,,,,,
2015,1,9,5,WN,1614,N413WN,SAN,LAS,2045,2059,14,0,8,2107,70,55,42,258,2149,5,2155,2154,-1,1,0,0,,,,,,
2015,1,9,5,WN,4163,N744SW,SAN,PDX,2055,2048,-7,1,12,2100,160,142,127,933,2307,3,2335,2310,-25,1,0,0,,,,,,
2015,1,9,5,B6,90,N763JB,SAN,JFK,2059,2102,3,0,14,2116,301,298,278,2446,454,6,500,500,0,1,0,0,,,,,,
2015,1,9,5,WN,2518,N7742B,SAN,SMF,2100,2054,-6,1,11,2105,90,87,72,480,2217,4,2230,2221,-9,1,0,0,,,,,,
2015,1,9,5,WN,4566,N7749B,SAN,PHX,2105,2111,6,0,9,2120,70,61,49,304,2309,3,2315,2312,-3,1,0,0,,,,,,
2015,1,9,5,WN,4831,N646SW,SAN,OAK,2110,2207,57,0,8,2215,90,80,67,446,2322,5,2240,2327,47,0,0,0,,0,0,9,38,0
2015,1,9,5,UA,1228,N36207,SAN,EWR,2135,2127,-8,1,15,2142,295,296,274,2425,516,7,530,523,-7,1,0,0,,,,,,
2015,1,9,5,WN,552,N411WN,SAN,TUS,2145,2144,-1,1,12,2156,80,70,54,368,2350,4,5,2354,-11,1,0,0,,,,,,
2015,1,9,5,WN,4023,N375SW,SAN,LAS,2155,2144,-11,1,11,2155,80,63,45,258,2240,7,2315,2247,-28,1,0,0,,,,,,
2015,1,9,5,B6,20,N595JB,SAN,BOS,2210,2357,107,0,27,24,309,324,290,2588,814,7,619,821,122,0,0,0,,15,0,0,107,0
2015,1,9,5,AA,1042,N3MAAA,SAN,MIA,2215,2207,-8,1,12,2219,273,,,2267,722,11,548,733,0,1,1,0,,,,,,
2015,1,9,5,DL,2208,N140LL,SAN,ATL,2230,2226,-4,1,12,2238,237,236,218,1892,516,6,527,522,-5,1,0,0,,,,,,
2015,1,9,5,US,579,N538UW,SAN,CLT,2245,2238,-7,1,24,2302,256,272,242,2077,604,6,601,610,9,0,0,0,,,,,,
2015,1,9,5,DL,1487,N824DN,SAN,DTW,2245,2237,-8,1,27,2304,264,262,225,1956,549,10,609,559,-10,1,0,0,,,,,,
2015,1,10,6,UA,1225,N37462,SAN,EWR,615,610,-5,1,25,635,321,316,282,2425,1417,9,1436,1426,-10,1,0,0,,,,,,
2015,1,10,6,DL,978,N3758Y,SAN,SLC,615,608,-7,1,29,637,118,114,81,626,858,4,913,902,-11,1,0,0,,,,,,
2015,1,10,6,WN,2662,N778SW,SAN,AUS,620,616,-4,1,22,638,170,179,153,1164,1111,4,1110,1115,5,0,0,0,,,,,,
2015,1,10,6,WN,3753,N220WN,SAN,SJC,620,614,-6,1,22,636,90,87,62,417,738,3,750,741,-9,1,0,0,,,,,,
2015,1,10,6,OO,5608,N910SW,SAN,LAX,620,614,-6,1,19,633,63,64,23,109,656,22,723,718,-5,1,0,0,,,,,,
2015,1,10,6,AA,1390,N513AA,SAN,DFW,622,621,-1,1,22,643,183,180,152,1171,1115,6,1125,1121,-4,1,0,0,,,,,,
2015,1,10,6,US,567,N562UW,SAN,PHX,630,625,-5,1,21,646,87,82,48,304,834,13,857,847,-10,1,0,0,,,,,,
2015,1,10,6,WN,4354,N782SA,SAN,MDW,630,628,-2,1,17,645,240,233,210,1728,1215,6,1230,1221,-9,1,0,0,,,,,,
2015,1,10,6,WN,3995,N298WN,SAN,SFO,630,624,-6,1,15,639,90,87,68,447,747,4,800,751,-9,1,0,0,,,,,,
2015,1,10,6,AS,499,N413AS,SAN,SEA,630,622,-8,1,19,641,180,167,143,1050,904,5,930,909,-21,1,0,0,,,,,,
2015,1,10,6,AS,573,N568AS,SAN,PDX,630,616,-14,1,21,637,163,156,132,933,849,3,913,852,-21,1,0,0,,,,,,
2015,1,10,6,OO,2601,N869AS,SAN,LAX,630,619,-11,1,23,642,51,53,23,109,705,7,721,712,-9,1,0,0,,,,,,
2015,1,10,6,WN,1522,N8655D,SAN,DAL,635,628,-7,1,21,649,175,177,149,1182,1118,7,1130,1125,-5,1,0,0,,,,,,
2015,1,10,6,WN,3848,N357SW,SAN,SMF,635,630,-5,1,17,647,100,96,75,480,802,4,815,806,-9,1,0,0,,,,,,
2015,1,10,6,DL,246,N387DA,SAN,JFK,640,635,-5,1,15,650,310,332,286,2446,1436,31,1450,1507,17,0,0,0,,17,0,0,0,0
2015,1,10,6,AA,1334,N3MBAA,SAN,ORD,644,640,-4,1,24,704,246,247,212,1723,1236,11,1250,1247,-3,1,0,0,,,,,,
2015,1,10,6,UA,1405,N38257,SAN,IAH,645,642,-3,1,10,652,191,195,160,1303,1132,25,1156,1157,1,0,0,0,,,,,,
2015,1,10,6,DL,1592,N828DN,SAN,ATL,645,643,-2,1,12,655,244,241,222,1892,1337,7,1349,1344,-5,1,0,0,,,,,,
2015,1,10,6,WN,4087,N8611F,SAN,PHX,700,700,0,1,9,709,80,64,49,304,858,6,920,904,-16,1,0,0,,,,,,
2015,1,10,6,AS,847,N558AS,SAN,OGG,700,653,-7,1,12,705,357,352,335,2541,1040,5,1057,1045,-12,1,0,0,,,,,,
2015,1,10,6,OO,3479,N216AG,SAN,SLC,700,1031,211,0,21,1052,110,,,626,,,950,0,0,1,0,1,1,,,,,
2015,1,10,6,AA,70,N5ELAA,SAN,DFW,703,701,-2,1,14,715,177,169,148,1171,1143,7,1200,1150,-10,1,0,0,,,,,,
2015,1,10,6,WN,2571,N931WN,SAN,SAT,705,659,-6,1,12,711,155,158,140,1129,1131,6,1140,1137,-3,1,0,0,,,,,,
2015,1,10,6,WN,4259,N784SW,SAN,OAK,710,708,-2,1,9,717,90,82,66,446,823,7,840,830,-10,1,0,0,,,,,,
2015,1,10,6,DL,833,N368NW,SAN,DTW,710,706,-4,1,16,722,261,252,230,1956,1412,6,1431,1418,-13,1,0,0,,,,,,
2015,1,10,6,WN,3611,N600WN,SAN,LAS,715,715,0,1,11,726,70,61,44,258,810,6,825,816,-9,1,0,0,,,,,,
2015,1,10,6,WN,3763,N262WN,SAN,DEN,720,712,-8,1,11,723,145,132,112,853,1015,9,1045,1024,-21,1,0,0,,,,,,
2015,1,10,6,UA,1491,N12221,SAN,DEN,726,728,2,0,12,740,139,129,110,853,1030,7,1045,1037,-8,1,0,0,,,,,,
2015,1,10,6,WN,4008,N475WN,SAN,HOU,730,728,-2,1,10,738,175,173,160,1313,1218,3,1225,1221,-4,1,0,0,,,,,,
2015,1,10,6,WN,3444,N225WN,SAN,SEA,740,735,-5,1,7,742,180,160,147,1050,1009,6,1040,1015,-25,1,0,0,,,,,,
2015,1,10,6,AA,94,N3GEAA,SAN,JFK,745,738,-7,1,11,749,322,298,281,2446,1530,6,1607,1536,-31,1,0,0,,,,,,
2015,1,10,6,AS,493,N307AS,SAN,SEA,800,749,-11,1,11,800,174,161,143,1050,1023,7,1054,1030,-24,1,0,0,,,,,,
2015,1,10,6,NK,858,N507NK,SAN,IAH,800,805,5,0,12,817,179,182,160,1303,1257,10,1259,1307,8,0,0,0,,,,,,
2015,1,10,6,UA,1573,N53442,SAN,IAD,805,802,-3,1,21,823,289,288,254,2253,1537,13,1554,1550,-4,1,0,0,,,,,,
2015,1,10,6,OO,6335,N593ML,SAN,LAX,805,758,-7,1,24,822,55,100,26,109,848,50,900,938,38,0,0,0,,38,0,0,0,0
2015,1,10,6,UA,1732,N33262,SAN,SFO,810,812,2,0,27,839,102,110,79,447,958,4,952,1002,10,0,0,0,,,,,,
2015,1,10,6,DL,1662,N339NW,SAN,ATL,810,804,-6,1,12,816,241,235,218,1892,1454,5,1511,1459,-12,1,0,0,,,,,,
2015,1,10,6,AA,48,N3CJAA,SAN,DFW,823,814,-9,1,20,834,172,176,149,1171,1303,7,1315,1310,-5,1,0,0,,,,,,
2015,1,10,6,WN,3432,N926WN,SAN,LAS,825,820,-5,1,13,833,70,62,44,258,917,5,935,922,-13,1,0,0,,,,,,
2015,1,10,6,UA,1149,N66808,SAN,IAH,833,839,6,0,12,851,187,178,161,1303,1332,5,1340,1337,-3,1,0,0,,,,,,
2015,1,10,6,UA,330,N830UA,SAN,ORD,841,844,3,0,18,902,245,237,209,1723,1431,10,1446,1441,-5,1,0,0,,,,,,
2015,1,10,6,US,740,N668AW,SAN,PHL,850,847,-3,1,10,857,301,293,276,2370,1633,7,1651,1640,-11,1,0,0,,,,,,
2015,1,10,6,WN,3226,N227WN,SAN,PHX,850,846,-4,1,8,854,70,62,48,304,1042,6,1100,1048,-12,1,0,0,,,,,,
2015,1,10,6,AS,768,N594AS,SAN,BOS,850,842,-8,1,13,855,320,313,295,2588,1650,5,1710,1655,-15,1,0,0,,,,,,
2015,1,10,6,AA,92,N3FMAA,SAN,ORD,858,856,-2,1,11,907,242,226,210,1723,1437,5,1500,1442,-18,1,0,0,,,,,,
2015,1,10,6,VX,953,N835VA,SAN,SFO,900,900,0,1,28,928,95,103,72,447,1040,3,1035,1043,8,0,0,0,,,,,,
2015,1,10,6,WN,3816,N376SW,SAN,SFO,900,1019,79,0,21,1040,90,102,76,447,1156,5,1030,1201,91,0,0,0,,12,0,79,0,0
2015,1,10,6,OO,2623,N862AS,SAN,LAX,900,847,-13,1,43,930,45,72,24,109,954,5,945,959,14,0,0,0,,,,,,
2015,1,10,6,WN,4499,N478WN,SAN,ATL,905,915,10,0,12,927,240,248,227,1892,1614,9,1605,1623,18,0,0,0,,8,0,6,4,0
2015,1,10,6,WN,3070,N937WN,SAN,BNA,905,900,-5,1,9,909,220,229,215,1751,1444,5,1445,1449,4,0,0,0,,,,,,
2015,1,10,6,WN,3547,N7705A,SAN,OAK,910,1023,73,0,12,1035,90,84,66,446,1141,6,1040,1147,67,0,0,0,,0,0,67,0,0
2015,1,10,6,WN,3430,N495WN,SAN,DEN,915,909,-6,1,10,919,145,133,111,853,1210,12,1240,1222,-18,1,0,0,,,,,,
2015,1,10,6,OO,6322,N221SW,SAN,LAX,920,918,-2,1,30,948,57,62,29,109,1017,3,1017,1020,3,0,0,0,,,,,,
2015,1,10,6,NK,470,N515NK,SAN,LAS,928,921,-7,1,11,932,72,79,46,258,1018,22,1040,1040,0,1,0,0,,,,,,
2015,1,10,6,AA,36,N3EFAA,SAN,DFW,939,934,-5,1,21,955,171,180,153,1171,1428,6,1430,1434,4,0,0,0,,,,,,
2015,1,10,6,US,566,N189UW,SAN,PHX,1000,957,-3,1,13,1010,71,71,47,304,1157,11,1211,1208,-3,1,0,0,,,,,,
2015,1,10,6,OO,5545,N793SK,SAN,DEN,1005,1015,10,0,28,1043,138,143,111,853,1334,4,1323,1338,15,0,0,0,,5,0,9,1,0
2015,1,10,6,WN,4242,N376SW,SAN,OAK,1010,0,0,1,,,90,,,446,,,1140,0,0,1,0,1,1,,,,,
2015,1,10,6,OO,6521,N765SK,SAN,SFO,1013,1013,0,1,19,1032,100,97,73,447,1145,5,1153,1150,-3,1,0,0,,,,,,
2015,1,10,6,AS,760,N548AS,SAN,MCO,1015,1009,-6,1,13,1022,274,273,255,2149,1737,5,1749,1742,-7,1,0,0,,,,,,
2015,1,10,6,AS,857,N531AS,SAN,LIH,1015,1014,-1,1,12,1026,382,362,344,2676,1410,6,1437,1416,-21,1,0,0,,,,,,
2015,1,10,6,OO,4733,N820SK,SAN,SLC,1018,1014,-4,1,16,1030,111,111,90,626,1300,5,1309,1305,-4,1,0,0,,,,,,
2015,1,10,6,WN,3977,N220WN,SAN,LAS,1020,1018,-2,1,11,1029,70,64,47,258,1116,6,1130,1122,-8,1,0,0,,,,,,
2015,1,10,6,WN,2607,N248WN,SAN,MCO,1030,1150,80,0,9,1159,265,270,254,2149,1913,7,1755,1920,85,0,0,0,,5,0,80,0,0
2015,1,10,6,WN,2800,N766SW,SAN,SMF,1030,1026,-4,1,12,1038,90,90,74,480,1152,4,1200,1156,-4,1,0,0,,,,,,
2015,1,10,6,HA,15,N392HA,SAN,HNL,1030,1025,-5,1,19,1044,365,365,341,2614,1425,5,1435,1430,-5,1,0,0,,,,,,
2015,1,10,6,WN,2623,N969WN,SAN,SJC,1035,1035,0,1,16,1051,80,85,64,417,1155,5,1155,1200,5,0,0,0,,,,,,
2015,1,10,6,WN,3538,N729SW,SAN,RNO,1045,1043,-2,1,12,1055,95,91,75,488,1210,4,1220,1214,-6,1,0,0,,,,,,
2015,1,10,6,WN,3805,N727SW,SAN,HOU,1050,1054,4,0,8,1102,180,173,161,1313,1543,4,1550,1547,-3,1,0,0,,,,,,
